"","NCES District ID","State District ID","nces_original_name","county","City","state","student","name"
"1110","0500068","AR-1408000","EMERSON-TAYLOR SCHOOL DISTRICT","Columbia County","EMERSON","AR",1034,"emerson-taylor school district"
"1111","5510500","WI-3934","New Glarus School District","Green County","New Glarus","WI",1034,"new glarus school district"
"1112","1806630","IN-6910","Milan Community Schools","Ripley County","Milan","IN",1033,"milan community schools"
"1113","5513100","WI-4956","Rosendale-Brandon School District","Fond du Lac County","Rosendale","WI",1032,"rosendale-brandon school district"
"1114","0405030","AZ-4211","Miami Unified District (4211)","Gila County","MIAMI","AZ",1031,"miami unified district (4211)"
"1115","0403950","AZ-4412","Baboquivari Unified School District #40 (4412)","Pima County","SELLS","AZ",1027,"baboquivari unified school district #40 (4412)"
"1116","0903720","CT-2070012","Regional School District 07","Litchfield County","Winsted","CT",1027,"regional school district 07"
"1117","0405190","AZ-4379","Mohave Valley Elementary District (4379)","Mohave County","MOHAVE VALLEY","AZ",1026,"mohave valley elementary district (4379)"
"1118","2500541","MA-0763","Somerset Berkley Regional School District","Bristol County","Somerset","MA",1026,"somerset berkley regional school district"
"1119","0102350","AL-171","Midfield City","Jefferson County","Midfield","AL",1025,"midfield city"
"1120","3603660","NY-240101040000","AVON CENTRAL SCHOOL DISTRICT","Livingston County","AVON","NY",1023,"avon central school district"
"1121","0505410","AR-3502000","DOLLARWAY SCHOOL DISTRICT","Jefferson County","PINE BLUFF","AR",1020,"dollarway school district"
"1122","1700099","IL-65-108-9010-80","ISU Laboratory Schools","McLean County","Normal","IL",1020,"isu laboratory schools"
"1123","4212330","PA-107654103","Jeannette City SD","Westmoreland County","Jeannette","PA",1020,"jeannette city sd"
"1124","5513350","WI-5068","Salem School District","Kenosha County","Salem","WI",1020,"salem school district"
"1125","0400463","AZ-6393","Arizona State Schools for the Deaf and the Blind (6393)","Pima County","TUCSON","AZ",1019,"arizona state schools for the deaf and the blind (6393)"
"1126","0102250","AL-046","Marengo County","Marengo County","Linden","AL",1018,"marengo county"
"1127","5510530","WI-3941","New Holstein School District","Calumet County","New Holstein","WI",1018,"new holstein school district"
"1128","0503240","AR-3001000","BISMARCK SCHOOL DISTRICT","Hot Spring County","BISMARCK","AR",1017,"bismarck school district"
"1129","5511070","WI-4137","Oostburg School District","Sheboygan County","Oostburg","WI",1015,"oostburg school district"
"1130","3303960","NH-269","Inter-lakes School District","Belknap County","Meredith","NH",1013,"inter-lakes school district"
"1131","0101680","AL-032","Greene County","Greene County","Eutaw","AL",1012,"greene county"
"1132","5515150","WI-5852","Union Grove UHS School District","Racine County","Union Grove","WI",1012,"union grove uhs school district"
"1133","3600002","NY-411603040000","SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT","Oneida County","SAUQUOIT","NY",1010,"sauquoit valley central school district"
"1134","4103990","OR-00000000002253","Dayton SD 8","Yamhill County","Dayton","OR",1009,"dayton sd 8"
"1135","1809720","IN-1180","Rossville Con School District","Clinton County","Rossville","IN",1008,"rossville con school district"
"1136","3904942","OH-049429","Crestview Local","Richland County","Ashland","OH",1007,"crestview local"
"1137","1726710","IL-47-098-0060-26","Morrison CUSD 6","Whiteside County","Morrison","IL",1007,"morrison cusd 6"
"1138","643380","CA-4770508","Yreka Union Elementary","Siskiyou County","Yreka","CA",1007,"yreka union elementary"
"1139","1912330","IA-412403 000","Garner-Hayfield-Ventura Comm School District","Hancock County","Garner","IA",1006,"garner-hayfield-ventura comm school district"
"1140","3623880","NY-461801040000","PULASKI CENTRAL SCHOOL DISTRICT","Oswego County","PULASKI","NY",1005,"pulaski central school district"
"1141","2733450","MN-010858","ST. CHARLES PUBLIC SCHOOL DISTRICT","Winona County","SAINT CHARLES","MN",1003,"st. charles public school district"
"1142","2307140","ME-242","Kittery Public Schools","York County","Kittery","ME",1002,"kittery public schools"
"1143","0508640","AR-0903000","LAKESIDE SCHOOL DISTRICT (CHICOT COUNTY)","Chicot County","LAKE VILLAGE","AR",1002,"lakeside school district (chicot county)"
"1144","0500082","AR-3810000","LAWRENCE COUNTY SCHOOL DISTRICT","Lawrence County","WALNUT RIDGE","AR",1002,"lawrence county school district"
"1145","3003330","MT-0369","Belgrade H S","Gallatin County","Belgrade","MT",1001,"belgrade h s"
"1146","2006580","KS-D0352","Goodland","Sherman County","Goodland","KS",1001,"goodland"
"1147","3303900","NH-263","Hopkinton School District","Merrimack County","Contoocook","NH",997,"hopkinton school district"
"1148","0901200","CT-0410011","East Haddam School District","Middlesex County","Moodus","CT",996,"east haddam school district"
"1149","2000006","KS-D0415","Hiawatha","Brown County","Hiawatha","KS",996,"hiawatha"
"1150","0200770","AK-02","Denali Borough School District","Denali Borough","Healy","AK",993,"denali borough school district"
"1151","4618120","SD-49003","Dell Rapids School District 49-3","Minnehaha County","Dell Rapids","SD",991,"dell rapids school district 49-3"
"1152","4209960","PA-101632403","Fort Cherry SD","Washington County","Mc Donald","PA",989,"fort cherry sd"
"1153","3901490","OH-012391","Metro Early College High School","Franklin County","Columbus","OH",988,"metro early college high school"
"1154","3611740","NY-650902040000","GANANDA CENTRAL SCHOOL DISTRICT","Wayne County","WALWORTH","NY",987,"gananda central school district"
"1155","0502610","AR-5801000","ATKINS SCHOOL DISTRICT","Pope County","ATKINS","AR",986,"atkins school district"
"1156","4100009","OR-00000000002336","Oregon Department of Education","Marion County","Salem","OR",986,"oregon department of education"
"1157","4216230","PA-117415303","Muncy SD","Lycoming County","Muncy","PA",985,"muncy sd"
"1158","1807800","IN-7515","North Judson-San Pierre Sch Corp","Starke County","North Judson","IN",985,"north judson-san pierre sch corp"
"1159","0507290","AR-5205000","HARMONY GROVE SCHOOL DISTRICT","Ouachita County","CAMDEN","AR",982,"harmony grove school district"
"1160","2718070","MN-012397","LE SUEUR-HENDERSON SCHOOL DISTRICT","Le Sueur County","LE SUEUR","MN",982,"le sueur-henderson school district"
"1161","1808940","IN-0775","Pioneer Regional School Corp","Cass County","Royal Center","IN",982,"pioneer regional school corp"
"1162","4220430","PA-103028203","Riverview SD","Allegheny County","Oakmont","PA",982,"riverview sd"
"1163","2713560","MN-010150","HAWLEY PUBLIC SCHOOL DISTRICT","Clay County","HAWLEY","MN",981,"hawley public school district"
"1164","5515210","WI-5866","Valders Area School District","Manitowoc County","Valders","WI",980,"valders area school district"
"1165","2723910","MN-010108","CENTRAL PUBLIC SCHOOL DISTRICT","Carver County","NORWOOD YOUNG AMERICA","MN",979,"central public school district"
"1166","5516770","WI-6545","Wilmot UHS School District","Kenosha County","Wilmot","WI",979,"wilmot uhs school district"
"1167","2711190","MN-010463","EDEN VALLEY-WATKINS SCHOOL DISTRICT","Meeker County","EDEN VALLEY","MN",978,"eden valley-watkins school district"
"1168","0902130","CT-0710011","Lebanon School District","New London County","Lebanon","CT",975,"lebanon school district"
"1169","1809840","IN-1940","Daleville Community Schools","Delaware County","Daleville","IN",974,"daleville community schools"
"1170","0904530","CT-1410011","Thompson School District","Windham County","North Grosvenor","CT",974,"thompson school district"
"1171","2621240","MI-80140","Lawton Community School District","Van Buren County","Lawton","MI",972,"lawton community school district"
"1172","2791450","MN-012711","MESABI EAST SCHOOL DISTRICT","St. Louis County","AURORA","MN",972,"mesabi east school district"
"1173","1602370","ID-372","NEW PLYMOUTH DISTRICT","Payette County","NEW PLYMOUTH","ID",969,"new plymouth district"
"1174","0500405","AR-5707000","COSSATOT RIVER SCHOOL DISTRICT","Polk County","WICKES","AR",967,"cossatot river school district"
"1175","1800330","IN-1315","Barr-Reeve Community Schools Inc","Daviess County","Montgomery","IN",966,"barr-reeve community schools inc"
"1176","3301650","NH-033","Barrington School District","Strafford County","Barrington","NH",965,"barrington school district"
"1177","3612900","NY-640801040000","GREENWICH CENTRAL SCHOOL DISTRICT","Washington County","GREENWICH","NY",964,"greenwich central school district"
"1178","0406440","AZ-4220","Pima Unified District (4220)","Graham County","PIMA","AZ",964,"pima unified district (4220)"
"1179","2917970","MO-025002","LATHROP R-II","Clinton County","LATHROP","MO",963,"lathrop r-ii"
"1180","3624480","NY-131801040000","RHINEBECK CENTRAL SCHOOL DISTRICT","Dutchess County","RHINEBECK","NY",963,"rhinebeck central school district"
"1181","3625380","NY-580305020000","SAG HARBOR UNION FREE SCHOOL DISTRICT","Suffolk County","SAG HARBOR","NY",961,"sag harbor union free school district"
"1182","4644940","SD-49006","Tri-Valley School District 49-6","Minnehaha County","Colton","SD",961,"tri-valley school district 49-6"
"1183","3302970","NH-173","Exeter School District","Rockingham County","Exeter","NH",960,"exeter school district"
"1184","4222230","PA-127047404","South Side Area SD","Beaver County","Hookstown","PA",959,"south side area sd"
"1185","5502430","WI-1029","Cedar Grove-Belgium Area School District","Sheboygan County","Cedar Grove","WI",958,"cedar grove-belgium area school district"
"1186","2005010","KS-D0315","Colby Public Schools","Thomas County","Colby","KS",958,"colby public schools"
"1187","4218120","PA-119356603","Old Forge SD","Lackawanna County","Old Forge","PA",958,"old forge sd"
"1188","1802190","IN-4940","South Central Com School Corp","LaPorte County","Union Mills","IN",958,"south central com school corp"
"1189","0405880","AZ-4180","Palominas Elementary District (4180)","Cochise County","HEREFORD","AZ",957,"palominas elementary district (4180)"
"1190","2728140","MN-010741","PAYNESVILLE PUBLIC SCHOOL DISTRICT","Stearns County","PAYNESVILLE","MN",957,"paynesville public school district"
"1191","3306930","NH-555","Weare School District","Merrimack County","Henniker","NH",957,"weare school district"
"1192","5501680","WI-0658","Brillion School District","Calumet County","Brillion","WI",956,"brillion school district"
"1193","2791445","MN-012071","LAKE CRYSTAL-WELLCOME MEMORIAL","Blue Earth County","LAKE CRYSTAL","MN",954,"lake crystal-wellcome memorial"
"1194","0101980","AL-165","Lanett City","Chambers County","Lanett","AL",953,"lanett city"
"1195","2732520","MN-010485","ROYALTON PUBLIC SCHOOL DISTRICT","Morrison County","ROYALTON","MN",952,"royalton public school district"
"1196","4209540","PA-112013054","Fairfield Area SD","Adams County","Fairfield","PA",950,"fairfield area sd"
"1197","0513230","AR-3405000","JACKSON CO. SCHOOL DISTRICT","Jackson County","TUCKERMAN","AR",950,"jackson co. school district"
"1198","0506150","AR-4501000","FLIPPIN SCHOOL DISTRICT","Marion County","FLIPPIN","AR",947,"flippin school district"
"1199","5507410","WI-2814","Kewaunee School District","Kewaunee County","Kewaunee","WI",945,"kewaunee school district"
"1200","1603000","ID-150","SODA SPRINGS JOINT DISTRICT","Caribou County","SODA SPRINGS","ID",945,"soda springs joint district"
"1201","3606690","NY-050401040000","CATO-MERIDIAN CENTRAL SCHOOL DISTRICT","Cayuga County","CATO","NY",944,"cato-meridian central school district"
"1202","2930690","MO-096113","VALLEY PARK","St. Louis County","VALLEY PARK","MO",944,"valley park"
"1203","5301350","WA-19404","Cle Elum-Roslyn School District","Kittitas County","CLE ELUM","WA",943,"cle elum-roslyn school district"
"1204","3904837","OH-048371","Springfield Local","Mahoning County","New Middletown","OH",943,"springfield local"
"1205","0802310","CO-3145","Weld County School District No. Re-9","Weld County","AULT","CO",943,"weld county school district no. re-9"
"1206","3617130","NY-670401040000","LETCHWORTH CENTRAL SCHOOL DISTRICT","Wyoming County","GAINESVILLE","NY",942,"letchworth central school district"
"1207","4202190","PA-103020603","Allegheny Valley SD","Allegheny County","Cheswick","PA",940,"allegheny valley sd"
"1208","3614730","NY-491401040000","HOOSIC VALLEY CENTRAL SCHOOL DISTRICT","Rensselaer County","SCHAGHTICOKE","NY",940,"hoosic valley central school district"
"1209","1803570","IN-0370","Flat Rock-Hawcreek School Corp","Bartholomew County","Hope","IN",939,"flat rock-hawcreek school corp"
"1210","3024200","MT-0745","Sidney Elem","Richland County","Sidney","MT",934,"sidney elem"
"1211","0509720","AR-3302000","MELBOURNE SCHOOL DISTRICT","Izard County","MELBOURNE","AR",931,"melbourne school district"
"1212","3611400","NY-210402060000","FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT","Herkimer County","FRANKFORT","NY",930,"frankfort-schuyler central school district"
"1213","2719320","MN-010763","MEDFORD PUBLIC SCHOOL DISTRICT","Steele County","MEDFORD","MN",929,"medford public school district"
"1214","5502100","WI-0896","Cambridge School District","Jefferson County","Cambridge","WI",928,"cambridge school district"
"1215","4216050","PA-119584603","Mountain View SD","Susquehanna County","Kingsley","PA",925,"mountain view sd"
"1216","2314530","ME-798","MSAD 46","Penobscot County","Dexter","ME",924,"msad 46"
"1217","2800930","MS-0800","CARROLL COUNTY SCHOOL DIST","Carroll County","CARROLLTON","MS",923,"carroll county school dist"
"1218","3626070","NY-491501040000","SCHODACK CENTRAL SCHOOL DISTRICT","Rensselaer County","CASTLETON","NY",923,"schodack central school district"
"1219","1811490","IN-5495","Triton School Corporation","Marshall County","Bourbon","IN",923,"triton school corporation"
"1220","4835560","TX-188903","HIGHLAND PARK ISD","Potter County","AMARILLO","TX",917,"highland park isd"
"1221","0511820","AR-5006000","PRESCOTT SCHOOL DISTRICT","Nevada County","PRESCOTT","AR",916,"prescott school district"
"1222","5500990","WI-0350","Belleville School District","Dane County","Belleville","WI",915,"belleville school district"
"1223","2008070","KS-D0331","Kingman - Norwich","Kingman County","Kingman","KS",915,"kingman - norwich"
"1224","0504200","AR-2402000","CHARLESTON SCHOOL DISTRICT","Franklin County","CHARLESTON","AR",914,"charleston school district"
"1225","0511340","AR-5303000","PERRYVILLE SCHOOL DISTRICT","Perry County","PERRYVILLE","AR",913,"perryville school district"
