state,name,census_id,id,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,has_unconfirmed
WV,New Haven,49202700500000,197704,2020,General Purpose,7651905,7352955,108287,0,0,47519,27930,0,115214,0,0,896478,0,34089,12,144299,786280,0,0,0,930579,FALSE
GA,Chattahoochee County Board of Education,NA,197767,2020,School District,28327983,5022000,1933105,35000,0,0,8842127,0,6741458,0,36879,143797,8423683,1303197,3660018,364135,13166561,0,0,0,13530696,FALSE
GA,Hancock County Board of Education,NA,197771,2020,School District,24956899,0,1950932,0,0,0,11559854,0,11377751,0,0,296529,9205033,0,7656133,950071,16207624,0,0,0,17157695,FALSE
TN,Middle Tennessee Natural Gas Utility District,NA,191269,2020,Special District,25373000,8669000,5595000,0,0,0,2026000,0,9083000,0,0,0,0,0,0,0,0,54391000,569000,1690000,54960000,FALSE
NY,Economic Development Corporation ,NA,197930,2020,Special District,674787000,0,427780000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
GA,Quitman County Board of Education,NA,197946,2020,School District,11302233,2778083,575367,0,0,0,3881883,0,3732450,0,0,45711,3977547,308958,1858327,157955,6032589,0,0,0,6190544,FALSE
GA,Miller County Board of Education,NA,197773,2020,School District,23108539,3605000,2299036,0,0,47900,9171118,0,7985485,0,0,22369,8226698,77220,5580866,1590140,12317013,0,0,0,13907153,FALSE
GA,Montgomery County Board of Education,NA,197774,2020,School District,17119426,0,1204967,0,0,0,8282412,0,7632047,0,0,129328,7737817,77220,4261008,-20489,12225862,0,0,0,12205373,FALSE
CA,Sanitation Districts of Los Angeles County,5401902500000,91485,2020,Special District,1879767236,381513157,80344012,0,251795973,0,406407828,0,186833282,0,42035073,0,0,0,0,0,0,633772000,195036144,10427451,828808144,FALSE
MI,Oscoda Charter Township,NA,197952,2020,General Purpose,5147241,2540183,615088,0,0,0,1856196,0,0,0,135774,3683800,961156,1018900,3368816,1654186,7378486,0,0,0,9032672,FALSE
GA,Jenkins County Board of Education,NA,198260,2020,School District,29036000,3858731,1634785,0,0,0,13068698,0,10473785,0,0,57947,10543962,77220,5881378,1118252,15442255,0,0,0,16560507,FALSE
AZ,Miami,3200400200000,110874,2020,General Purpose,10815065,0,2143408,154429,0,5147038,3298891,0,6677,48396,64622,1029484,1241660,4232090,1533948,3171040,4866142,0,0,0,8037182,FALSE
GA,Twiggs County Board of Education,NA,198262,2020,School District,17730925,1365000,1378242,0,0,0,8570333,0,6417350,0,0,12158,6103305,77220,5496231,-112067,11800981,0,0,0,11688914,FALSE
GA,City of Trion Board of Education,NA,197779,2020,School District,28521894,0,1621511,81182,0,0,13160730,0,9588472,0,0,533227,11071633,0,5270554,1274157,15601257,0,0,0,16875414,FALSE
GA,Harris County Board of Education,NA,198259,2020,School District,129518405,27739254,8559254,3829953,0,0,51111282,0,38278662,0,0,1454133,33343825,308880,29320881,-1950632,66378351,0,0,0,64427719,FALSE
VT,Barre Unified Union School District #97,NA,197885,2020,School District,6890499,0,3053091,0,0,2710606,926153,0,0,0,200649,1636203,22046971,0,32835646,-670541,57189361,0,0,0,56518820,FALSE
OK,Adair School District No. I-2,NA,190729,2020,School District,5146911,4253965,892946,0,0,0,0,0,0,0,0,0,5304124,0,4607469,-34990,9946583,0,0,0,9911593,FALSE
GA,Wilkes County Board of Education,NA,198263,2020,School District,48251116,5921550,2208378,7511248,0,2431188,15550110,0,14628642,0,0,21521,12211975,77220,8445307,1234594,19521429,0,0,0,20756023,FALSE
LA,Ernest N. Morial New Orleans Exhibition Hall Authority,NA,197832,2020,Special District,81497967,66320985,9702682,0,0,0,0,0,0,0,1328341,0,0,0,0,0,0,19244192,28746688,0,47990880,FALSE
AK,Skagway,NA,198249,2020,General Purpose,31063242,18336541,2797109,0,1980271,0,6987174,0,243174,47369,473535,3079762,3259213,151434,16151360,3606711,19035058,0,0,0,22641769,FALSE
OK,Haskell School District No. 51-1002,NA,190801,2020,School District,7075958,1475000,217544,5383413,0,0,0,0,0,0,0,0,0,0,8396190,364758,8031432,0,0,0,8396190,FALSE
AR,Blytheville,4204700100000,196352,2020,General Purpose,1170307,2150000,1170307,1261078,0,0,4793645,0,0,0,719487,0,0,0,16759131,-2489739,19248870,0,0,0,16759131,FALSE
PR,Corozal,NA,198014,2020,General Purpose,16246296,6948598,5707782,0,1890435,289805,0,0,0,0,1409676,658619,2774710,0,25262436,4226190,24469575,0,0,0,28695765,FALSE
GA,Dooly County Board of Education,NA,197769,2020,School District,26728945,2895000,1427906,0,0,0,11604149,0,9922889,0,0,154734,9925919,-236341,6953651,-27069,16825033,0,0,0,16797964,FALSE
GA,Turner County Board of Education,NA,197780,2020,School District,25425635,0,1477823,0,0,0,13300498,0,10647314,0,0,161258,11224136,0,5983355,1314248,16054501,0,0,0,17368749,FALSE
ME,Richmond Utilities District,NA,198274,2020,Special District,5078412,738034,11154,0,0,4262626,53697,0,0,0,2842,0,0,0,0,0,0,722411,52853,0,775264,FALSE
OH,Liberty Community Authority,NA,159469,2020,Special District,37243595,21699477,256907,0,11045733,0,0,0,0,0,0,0,0,0,0,0,0,1254170,7312,0,1261482,FALSE
TX,Houston Housing Finance Corporation,NA,197932,2020,Special District,50699000,0,4980000,0,0,45719000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
CA,Public Risk Innovation Solutions and Management,NA,199933,2020,Special District,696590968,0,12063177,0,0,0,1930418,0,728262,0,623665,0,0,0,0,0,0,1125432648,32977610,0,1158410258,FALSE
MI,Livingston Township,23306900800000,196867,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,57648,0,0,353339,127393,283594,0,0,0,410987,FALSE
TX,Greater Greenspoint Redevelopment Authority,NA,197934,2020,Special District,36618000,33551000,3067000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
TX,"Houston Zoo, Inc",NA,197933,2020,Special District,14013000,0,9042000,0,0,832000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
CA,The Cottonwood School,NA,196376,2020,School District,7095068,0,2114073,0,4051500,929495,0,0,0,0,0,0,0,0,23796900,1756719,22040181,0,0,0,23796900,FALSE
CA,Da Vinci Schools: LA County,NA,196379,2020,Charter School,642520,0,642520,0,0,0,0,0,0,0,0,0,0,0,3213008,674,3212334,0,0,0,3213008,FALSE
MN,East Grand Forks Independent School District No. 595,NA,196910,2020,School District,37308847,21571211,749223,461710,212963,0,13089775,0,624549,0,65720,1270529,5431649,558218,18378278,-765465,26404139,0,0,0,25638674,FALSE
NY,Section 8 Housing Assistance Payments Programs of the City of Buffalo,NA,197092,2020,Special District,584120,0,584120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32997675,0,0,32997675,FALSE
CA,iLEAD Hybrid Charter School,NA,196441,2020,Charter School,3992479,0,797867,0,3194612,0,0,0,0,0,0,0,0,0,34822313,46920,34775393,0,0,0,34822313,FALSE
CA,iLEAD Agua Dulce Charter School,NA,196440,2020,Charter School,784631,0,537231,0,247400,0,0,0,0,0,0,0,0,0,2365850,249257,2116593,0,0,0,2365850,FALSE
OH,Pickerington Local School District,NA,37080,2020,School District,265007394,87168648,13644562,2414890,0,0,142753881,0,11320829,8583892,7704584,5919122,15290239,156272,124726172,-9234102,155325907,0,0,0,146091805,FALSE
CA,San Diego Virtual Charter School,NA,196422,2020,Charter School,229479,0,229479,0,0,0,0,0,0,0,0,0,0,0,4748446,307795,4440651,0,0,0,4748446,FALSE
GA,Echols County Board of Education,NA,198258,2020,School District,20301341,4467270,1141467,39978,0,0,7824404,0,6828222,0,0,14428,7478619,77220,3853899,886092,10538074,0,0,0,11424166,FALSE
WV,Mercer County Board of Education,NA,39799,2020,School District,27246702,0,10055960,7984768,0,0,4809780,0,3919679,0,476515,7419386,12934293,9948113,87093155,15984107,101410840,0,0,0,117394947,FALSE
CA,Clean Power Alliance of Southern California,NA,199934,2020,Special District,112556129,0,97180779,0,9945750,0,0,0,0,0,0,0,0,0,0,0,0,752070114,361022,0,752431136,FALSE
IN,Housing Authority of the City of Lafayette,15407920800000,196661,2020,Special District,196759,0,25087,0,138427,0,0,0,0,0,33245,0,0,0,0,0,0,378797,7457633,0,7836430,FALSE
CA,Consolidated Fire Protection District,NA,199935,2020,Special District,22525153,1047000,454332,235392,1164032,0,13853467,0,4210090,0,1560840,469374,0,0,10895654,-2431335,13796363,0,0,0,11365028,FALSE
NY,Oswego County Board of Cooperative Educational Services,NA,197102,2020,School District,200536398,0,23255012,0,0,0,4864429,2649808,167683605,0,2250819,65625648,1846118,0,23436,-9873963,77369165,0,0,0,67495202,FALSE
IL,Montgomery County,14106806800000,196578,2020,General Purpose,0,0,0,0,0,0,1643854,1155228,0,0,0,2975131,4286289,0,10232965,1156587,16337798,0,0,0,17494385,FALSE
TX,Lake Houston Redevelopment Authority,NA,197936,2020,Special District,35332000,0,1018000,0,0,23814000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
IN,Metropolitan School District of Steuben County,NA,196705,2020,School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35718106,-336792,36054898,0,0,0,35718106,FALSE
KY,Magoffin County School District,NA,33707,2020,School District,46790279,29807360,662087,747343,0,0,8689538,0,6089568,0,245473,794093,5270712,3215014,18418487,828777,26869529,0,0,0,27698306,FALSE
NJ,West Deptford Township School District,NA,197074,2020,School District,29283366,11720000,2758108,3826271,0,0,10492674,0,0,0,486313,795565,12854211,0,49094315,1209145,61534947,0,0,0,62744092,FALSE
NY,Westhampton Beach Union Free School District,NA,65494,2020,School District,114661798,16745000,4523097,0,652767,0,4633006,3752389,80620201,0,6748222,20882314,1022705,188580,34395869,-8368119,64857587,0,0,0,56489468,FALSE
GA,Mitchell County,11110110100000,196503,2020,General Purpose,10655286,995000,593521,0,0,1199220,2506493,0,0,0,195618,4264499,1243800,1093534,18952361,5224572,20329622,0,0,0,25554194,FALSE
KS,Republic County,17107907900000,196792,2020,General Purpose,0,0,0,0,0,0,3108989,0,0,0,131833,0,0,0,12771083,-115068,12886151,0,0,0,12771083,FALSE
TX,Main Street Market Square Redevelopment Authority,NA,197937,2020,Special District,60539000,52004000,8535000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
WY,Southwest Wyoming Regional Airport,NA,169324,2020,Special District,2215593,0,1248330,0,0,54229,913034,0,0,0,0,0,0,0,0,0,0,2507811,1236906,5301059,3744717,FALSE
MI,Kingston Community School District,NA,161738,2020,School District,20999629,6616358,662978,0,0,0,11229587,0,2446723,0,43983,135020,1739102,0,5367674,-515424,7757220,0,0,0,7241796,FALSE
PA,Big Beaver Falls Area School District,NA,37866,2020,School District,63714311,11844889,3778824,70396,0,0,40654000,0,3376000,0,189580,199375,11020661,350535,18656460,-1217746,31444777,0,0,0,30227031,FALSE
TX,Memorial City Redevelopment Authority,NA,197938,2020,Special District,96292000,60178000,36114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
CA,Chancellor William McGill School of Success,NA,196405,2020,Charter School,133310,0,133310,0,0,0,0,0,0,0,0,0,0,0,2113773,117905,1995868,0,0,0,2113773,FALSE
PA,Western Wayne School District,NA,38169,2020,School District,96659623,21828214,7544944,0,0,0,60209000,0,5236240,0,1664172,1059455,12052561,0,33818133,1483839,45446310,0,0,0,46930149,FALSE
AL,Perry County Board of Education,NA,30375,2020,School District,23902983,1558896,1306669,0,0,861270,11756000,0,5325149,0,0,872757,11751823,482063,2783147,2204715,13685075,0,0,0,15889790,FALSE
WV,Pleasants County Board of Education,NA,50535,2020,School District,13339435,9038275,2023886,227927,0,0,936814,0,940961,0,171572,773094,1112364,737728,16804204,1766754,17660636,0,0,0,19427390,FALSE
TX,OST/Almeda Corridors Redevelopment Authority,NA,197939,2020,Special District,68886000,66524000,2362000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
AL,Clarke County Board of Education,NA,30317,2020,School District,64582779,0,3112420,1184831,0,160346,23655000,0,10660182,0,0,1967560,20123219,1045447,5368929,1450792,27054363,0,0,0,28505155,FALSE
AL,Pike County Board of Education,NA,30377,2020,School District,43235588,0,2012722,0,0,1358623,21968000,0,9156244,0,0,1614063,18296956,902916,6888670,1139110,26563495,0,0,0,27702605,FALSE
AL,Albertville City Board of Education,NA,30368,2020,School District,117898016,0,3509105,274144,0,778901,39959000,0,17735291,0,0,3534539,42098762,1654011,14195346,6750431,54732227,0,0,0,61482658,FALSE
AL,Jacksonville City Board of Education,NA,30312,2020,School District,30981582,10429699,1224795,60385,0,0,13889000,0,5377703,0,0,1318930,11796692,449497,4045859,1175988,16434990,0,0,0,17610978,FALSE
WI,Freedom Area School District,NA,47605,2020,School District,9239065,0,727627,0,0,855000,0,0,7574738,0,81700,1609950,1608813,0,17463907,-813426,21496096,0,0,0,20682670,FALSE
AL,Jefferson County Board of Education,NA,30351,2020,School District,685117308,22589856,31543473,0,0,0,308530000,0,129461096,0,1777884,21529990,262724040,12240121,112202924,28029545,380667530,0,0,0,408697075,FALSE
AL,Etowah County Board of Education,NA,30338,2020,School District,164368066,5381955,8926950,2545650,0,13120440,74790000,0,31818015,0,385056,8240766,64907519,3211920,13568190,3764609,86163786,0,0,0,89928395,FALSE
AL,Madison County Board of Education,NA,30364,2020,School District,427441576,5647153,16948971,18624981,195833,1212907,1212907,0,70953162,0,669242,10922953,133928104,6372147,56731282,13783622,194170865,0,0,0,207954487,FALSE
TX,Southwest Houston Redevelopment Authority,NA,197940,2020,Special District,49669000,46310000,3359000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
AL,Geneva City Board of Education,NA,30342,2020,School District,26908234,10107203,1087520,0,0,167313,10886000,0,4660198,0,0,471289,10071195,872529,2479243,548256,13346000,0,0,0,13894256,FALSE
MI,Township of Goodland Building Authority,NA,196859,2020,Special District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,-70903,71517,0,0,0,614,FALSE
AL,Hale County Board of Education,NA,30343,2020,School District,44243468,4993672,2161972,0,0,0,19497000,0,9175824,0,0,1827281,20123680,789192,4598303,4035757,23302699,0,0,0,27338456,FALSE
AL,Selma City Board of Education,NA,30332,2020,School District,72806810,23942934,2368829,0,0,0,28508000,0,12129524,0,0,1779047,26229716,1893985,5951035,2453501,33400282,0,0,0,35853783,FALSE
TN,Henry County,43104004000000,197456,2020,General Purpose,18113448,16477334,152060,0,0,1032500,0,1247937,0,0,451554,4021307,6175670,1725123,9893934,2475027,19341007,0,0,0,21816034,FALSE
TX,Uptown Development Authority,NA,197941,2020,Special District,250327000,25424000,28102000,0,0,10689000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
CA,Cajon Valley Union School District,NA,31408,2020,School District,492070010,194606804,16950009,17849424,0,0,210664146,0,49900221,0,2099406,5345132,40322801,0,193709977,-4951004,244328914,22458977,109521,0,239377910,FALSE
AL,Decatur City Board of Education,NA,30373,2020,School District,356638445,0,8820143,2107617,0,4042563,90901000,0,36394005,0,0,5816885,62432300,2762201,44357968,-1354299,116723653,0,0,0,115369354,FALSE
AL,Coosa County Board of Education,NA,30325,2020,School District,16774070,493792,528976,0,0,800000,8724000,0,4077381,0,0,603363,6686320,244180,3043975,1346735,9231103,0,0,0,10577838,FALSE
CA,Hawthorne School District,NA,31214,2020,School District,265092473,98502418,12406569,0,0,0,98086929,0,41779862,0,1099127,201583,27597095,0,105628095,7586771,125840002,0,0,0,133426773,FALSE
NC,High Shoals,34203690100000,196953,2020,General Purpose,120052,0,33844,0,0,0,0,0,0,0,0,240603,442588,1532086,275297,1563748,926826,0,0,0,2490574,FALSE
TX,Upper Kirby Redevelopment Authority,NA,197942,2020,Special District,39662000,0,3662000,0,0,33000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
AL,Morgan County Board of Education,NA,42896,2020,School District,179112065,0,5746605,0,0,0,65646000,0,30225643,0,362950,4928097,52292480,2522317,29551998,8061401,81233491,0,0,0,89294892,FALSE
CA,Newhall School District,NA,31232,2020,School District,162402057,69549219,7604238,610255,0,0,71189764,0,12973672,0,474909,28098,11655211,10260815,69821145,6317828,85447441,0,0,0,91765269,FALSE
AL,Winston County Board of Education,NA,44363,2020,School District,44599840,2698812,2046833,369130,0,4321422,21212000,0,10070687,0,55955,2458903,19766406,1073258,6148563,3289779,26157351,0,0,0,29447130,FALSE
AL,Henry County Board of Education,NA,30344,2020,School District,53675067,1000000,488282,0,0,433033,19812000,0,9475571,0,0,1578847,19282872,863232,4608807,1325820,25007938,0,0,0,26333758,FALSE
AL,Daleville City Board of Education,NA,30331,2020,School District,21619346,0,979978,0,0,7838170,8835000,0,3966198,0,0,696061,8960977,406820,2196088,1218511,11041435,0,0,0,12259946,FALSE
AL,Lanett City Board of Education,NA,30315,2020,School District,13995370,0,1843596,417558,0,0,8109000,0,3609030,0,16186,575967,7803096,321056,2098133,1315501,9482751,0,0,0,10798252,FALSE
CA,Lennox School District,NA,31219,2020,School District,184376582,41332933,16877650,2498536,8000000,0,77959934,0,32710866,0,435971,37031,19101262,1080,66291444,2502898,82927919,0,0,0,85430817,FALSE
CA,Lowell Joint School District,NA,31225,2020,School District,63015203,14615943,4434977,0,0,0,31508638,0,12182099,0,273546,368002,3323237,0,31358334,753165,34296408,0,0,0,35049573,FALSE
CA,Weaver Union School District,NA,31286,2020,School District,68762312,25320575,3215229,0,0,0,35597311,0,933957,0,54069,814990,6826248,0,34035392,-1016373,42693003,0,0,0,41676630,FALSE
AL,Chilton County Board of Education,NA,43262,2020,School District,97060178,5410186,2800486,1540299,0,2435695,57878000,0,26995512,0,0,5996795,55108735,2828314,11248911,8776861,66405895,0,0,0,75182756,FALSE
AL,Chambers County Board of Education,NA,42607,2020,School District,56902331,0,2984962,0,0,779362,30491000,0,14135165,0,86916,2690932,26581218,1205489,8375550,3651218,35201970,0,0,0,38853189,FALSE
AL,Demopolis City Board of Education,NA,30365,2020,School District,32460283,4955389,1574416,435924,0,400000,17544000,0,7550554,0,0,1232820,16213158,659933,4977507,1470507,21612911,0,0,0,23083418,FALSE
AL,Phenix City Board of Education,NA,30378,2020,School District,160200811,11898912,5484018,0,0,0,59396000,0,24782935,0,0,2903222,61167521,0,13612653,-9884,77693280,0,0,0,77683396,FALSE
AL,Escambia County Board of Education,NA,30336,2020,School District,87004303,0,4662982,0,0,1664949,40614000,0,19192372,0,0,3290758,33042739,1725576,11742458,1502298,48299233,0,0,0,49801531,FALSE
CA,Ocean View School District,NA,31321,2020,School District,68828667,14535748,2155508,89170,0,0,31643486,0,14678150,0,391605,104690,7121023,0,30432665,-1162944,38821322,0,0,0,37658378,FALSE
AZ,Phoenix Housing Finance Corporations,NA,197943,2020,Special District,173000,0,173000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
TN,Lynchburg_Moore County,43206400100000,197476,2020,General Purpose,20857003,0,229714,0,20477162,0,0,96587,0,0,150127,1200772,2407619,345194,5597905,-8616426,18167916,0,0,0,9551490,FALSE
CA,La Mesa-Spring Valley School District,NA,31413,2020,School District,257366778,32725522,8201089,897573,0,0,153519086,0,49732494,0,1330185,6798920,22279068,0,121706041,-10762208,161546237,4110460,42834,0,150784029,FALSE
AL,Florence City Board of Education,NA,30357,2020,School District,115064195,1651759,6298101,413520,0,0,41199000,0,15670040,0,0,3063406,33095207,1088339,26402777,7819365,55830364,0,0,0,63649729,FALSE
CA,Campbell Union School District,NA,31464,2020,School District,397093946,256619245,14745081,0,7616709,0,106567652,0,11142444,0,402815,5671342,18349882,0,110966629,-8384481,143372334,921375,0,0,134987853,FALSE
CA,Nuview Union School District,NA,31351,2020,School District,46926676,10030129,1623352,0,6524851,0,26668993,0,2079351,0,0,187705,6281303,0,25277270,-1277997,33024275,0,0,0,31746278,FALSE
AR,Cossatot River School District,NA,54959,2020,School District,21183,7210000,21183,0,0,0,8069789,0,0,0,0,0,0,0,14843810,475644,14368166,0,0,0,14843810,FALSE
PA,Philadelphia Parking Authority,NA,197944,2020,Special District,351462000,0,78037000,0,0,0,121109000,0,19347000,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
CA,Santa Maria-Bonita School District,NA,91426,2020,School District,307092825,48026648,17736947,0,0,0,192276513,0,18367970,0,157993,3556975,44925527,5165581,202654986,6729727,249573342,0,0,0,256303069,FALSE
CA,Laytonville Unified School District,NA,146298,2020,School District,14115787,8007386,558945,0,0,0,5359467,0,170319,0,19670,187024,962930,0,5355408,29464,6475898,44099,3968,0,6505362,FALSE
CA,Covina-Valley Unified School District,NA,146052,2020,School District,439507964,222145205,39930090,5604351,0,0,153261035,0,13930296,0,1975000,6304460,96255474,0,140571259,-16019811,259151004,0,0,0,243131193,FALSE
