"","state","acfrs_original_name","acfrsID","ncesID"
"1444","MO","Couch R-I School District","282409",NA
"1445","MN","Warroad Public Schools ISD 690","34891",NA
"1446","MN","Waterville-Elysian-Morristown Public Schools","282396",NA
"1447","MO","Clearwater R-1 School District","282407",NA
"1448","MO","North St. Francois County R-1 School District","35307",NA
"1449","MO","Newburg R-II School District","282432",NA
"1450","MO","Adrian R-III School District","282399",NA
"1451","MO","Northeast Randolph County R-IV School District","282433",NA
"1452","MO","Northwest R-1 School District","40943",NA
"1453","MO","Nell Holcomb R-IV School District","282430",NA
"1454","MO","New Haven School District 138","282431",NA
"1455","MO","Oran R-III School District","282435",NA
"1456","MO","Bismarck R-V School District","99090",NA
"1457","MO","Maries County R-II School District","64948",NA
"1458","MO","New Madrid County R-1 School District","35275",NA
"1459","MO","Canton R-V School District","282403",NA
"1460","MO","Mcdonald County R-I School District","35263",NA
"1461","MO","Jasper County R-V School District","282417",NA
"1462","MO","Meadow Heights R-II School District","282425",NA
"1463","MO","Neelyville R-IV School District","35179",NA
"1464","MO","Louisiana R-II School District","35289",NA
"1465","MO","Malden R-1 School District","35210",NA
"1466","MO","Mehlville R-9 School District","282426",NA
"1467","MO","Maplewood Richmond Heights School District","81491",NA
"1468","MO","Marceline R-V School District","282424",NA
"1469","MO","Orchard Farm R-V School District","35303",NA
"1470","MO","Osage County R-II School District","282436",NA
"1471","MO","Palmyra R-1 School District","167910",NA
"1472","MO","North Callaway R-1 School District","81503",NA
"1473","MO","Montgomery County R-II School District","282428",NA
"1474","MO","Fort Zumwalt School District","35302",NA
"1475","MO","Sherwood Cass R-VIII School District of Cass County","282445",NA
"1476","MO","Schuyler County R-I School District","167919",NA
"1477","MO","Zalma R-V School District","282456",NA
"1478","MO","Valley R-VI School District","282452",NA
"1479","MO","Rockwood R-VI School District","35312",NA
"1480","MO","Van Buren R-I School District","35188",NA
"1481","MO","Warren Country R-III School District","282453",NA
"1482","MO","Reorganized School District R-IV of Lincoln","167916",NA
"1483","MO","Smithville R-II School District","47182",NA
"1484","MO","Windsor C-1 School District","35248",NA
"1485","MO","Pattonville R-3 School District","35318",NA
"1486","MO","Lexington R-V School District","35254",NA
"1487","MO","Pike County R-III School District","35290",NA
"1488","MO","School District of Clayton","282442",NA
"1489","MO","Winona R-III School District","35331",NA
"1490","MO","Southern Boone County R-I School District","47265",NA
"1491","MO","Ralls County R-II School District","282439",NA
"1492","MO","Scott City R-1 School District","167920",NA
"1493","MO","Greenville R-II School District","35347",NA
"1494","MO","Saint Charles R-VI School District","167917",NA
"1495","MO","Steelville R-III School District","35202",NA
"1496","MO","Reogranized School District R-II of Cape Girardeau County","167912",NA
"1497","MO","Ste. Genevieve County R-II School District","81530",NA
"1498","MO","Kirksville R-III School District","35168",NA
"1499","MO","Puxico R-VIII School District","46034",NA
"1500","MO","Woodland R-IV School District","35175",NA
"1501","MO","Laquey R-V School District","42585",NA
"1502","MO","Potosi R-III School District","35346",NA
"1503","MO","Twin Rivers R-X School District","35178",NA
"1504","MO","Senath-Hornersville School District No.C-8","35211",NA
"1505","MO","Fredericktown R-1 School District","167891",NA
"1506","MO","St. Clair R-Xiii School District","35212",NA
"1507","MO","Southland Consolidated School District No C-9","169435",NA
"1508","MO","Waynesville R-VI School District","35296",NA
"1509","MO","Shelby County R-IV School District","35332",NA
"1510","MO","School of the Osage School District","35269",NA
"1511","MO","Richland R-IV School District","45063",NA
"1512","MO","Scott County Central School District","282444",NA
"1513","MO","Sparta R-III School District","65148",NA
"1514","MO","School District of Webster Groves","35324",NA
"1515","MO","School District of the City of Ladue","282443",NA
"1516","MO","Poplar Bluff R-1 School District","282438",NA
"1517","MO","St James R-I School District","45364",NA
"1518","MO","Southern Reynolds County. R-II School District","282447",NA
"1519","MO","Parkway C-2 School District","167911",NA
"1520","MO","Westran R-1 School District","282454",NA
"1521","MO","Union R-XI School District","35214",NA
"1522","NJ","Borough of Butler School District","282492",NA
"1523","MO","Van-Far R-I School District","197261",NA
"1524","MO","Hillsboro R-III School District","35246",NA
"1525","MO","Worth County R-III School District","282455",NA
"1526","MO","Lewis County C-1 School District","35258",NA
"1527","NJ","Borough of Somerdale Board of Education","282504",NA
"1528","NJ","New Providence School District","282486",NA
"1529","NJ","Township of Franklin Board of Education","282525",NA
"1530","NJ","Jamesburg Public School District","282488",NA
"1531","NJ","Logan Township School District","282511",NA
"1532","NJ","Middlesex County Vocational and Technical High Schools","35626",NA
"1533","NM","Central Region Educational Cooperative 5","40492",NA
"1534","NJ","Wallington Board of Education","35727",NA
"1535","NJ","Spotswood Borough Board of Education","282522",NA
"1536","NM","Loving Municipal Schools","82145",NA
"1537","MO","Kingston K-14 School District","35345",NA
"1538","NJ","Montgomery School District","282515",NA
"1539","NJ","School District of the Borough of Palisades Park","35720",NA
"1540","MO","Fordland R-III School District","46233",NA
"1541","NY","Kendall Central School District","282550",NA
"1542","NJ","East Rutherford Board of Education","282490",NA
"1543","NJ","Berkeley Heights Board of Education","282485",NA
"1544","NJ","School District of the Borough of Ramsey","46278",NA
"1545","NJ","Harrison Township School District","282502",NA
"1546","NJ","Swedesboro-Woolwich School District","282523",NA
"1547","MO","Lincoln County R-III School District","35260",NA
"1548","NJ","School District of the Borough of Haledon","46272",NA
"1549","NY","Pine Plains Central School District","282555",NA
"1550","NY","Eastern Suffolk Boces","41001",NA
"1551","MO","Dent-Phelps R-III School District","282410",NA
"1552","NJ","School District of the Borough of Tinton Falls","35837",NA
"1553","NJ","Lacey Township Board of Education","282505",NA
"1554","NJ","Branchburg Board of Education","282494",NA
"1555","NY","Seaford Union Free School District","47487",NA
"1556","MO","Kirbyville R-VI School District","282422",NA
"1557","MO","Laclede County C-5 School District","35253",NA
"1558","OH","Constellation Schools Madison Community Elementary School District","82897",NA
"1559","MO","Festus R-VI School District","62313",NA
"1560","OH","Constellation Schools Westside Community School of the Arts","82907",NA
"1561","OH","Constellation Schools Lorain Community Elementary School District","82895",NA
"1562","MO","Lakeland R-III School District","282423",NA
"1563","PA","Union School District","282735",NA
"1564","PA","Shade Central City School District","282726",NA
"1565","OH","Constellation Schools Stockyard Community Elementary School District","82903",NA
"1566","MO","Grandview R-II School District","282414",NA
"1567","PA","Hempfield Area School District","56033",NA
"1568","OH","Constellation Schools Westpark Community Elementary School District","82905",NA
"1569","MO","Jefferson R-VII School District","282418",NA
"1570","OK","Grandview School District No. Co34","37384",NA
"1571","MO","Dunklin R-V School District","35245",NA
"1572","PA","Western Beaver County School District","282729",NA
"1573","OH","Constellation Schools Parma Community","82900",NA
"1574","MO","Fayette R-III School District","282413",NA
"1575","OK","Moore Norman Technology Center District 17","84944",NA
"1576","MO","Hallsville R-IV School District","41937",NA
"1577","OK","Canadian Valley Technology Center No.6","37378",NA
"1578","OR","Pendleton School District 16r","198312",NA
"1579","OH","Constellation Schools Old Brooklyn Community Elementary School District","82898",NA
"1580","OH","Constellation Schools Elyria Community","82894",NA
"1581","PA","Jamestown Area School District","228731",NA
"1582","PA","Arin Intermediate Unit 28","38009",NA
"1583","MO","Fox C-6 School District","54754",NA
"1584","OK","Oaks Mission School District Number I-5","147389",NA
"1585","PA","Salisbury-Elk Lick School District","282740",NA
"1586","PA","Seneca Highlands Intermediate Unit Nine","42756",NA
"1587","MO","Francis Howell R-III School District","35304",NA
"1588","PA","Northeastern Educational Intermediate Unit 19","87476",NA
"1589","SC","Union County School District","282817",NA
"1590","PA","Wilkes-Barre Area Career and Technical Center","38068",NA
"1591","PA","Luzerne Intermediate Unit","38066",NA
"1592","SC","School District Five of Lexington and Richland Counties","42476",NA
"1593","PA","Carbon Lehigh Intermediate Unit 21","38055",NA
"1594","TX","Region 9 Education Service Center","39246",NA
"1595","VT","Enosburgh-Richford Unified Union School District","282935",NA
"1596","WI","Lake Geneva-Genoa City Union High School District","282961",NA
"1597","VT","St. Johnsbury School District","94032",NA
"1598","VT","Bennington-Rutland Supervisory Union","39364",NA
"1599","VT","Orange East Supervisory Union","39376",NA
"1600","WI","Iowa Grant School District","230660",NA
"1601","SD","Parker School District No 60-4","282823",NA
"1602","WI","School District of Weyauwega-Fremont","99221",NA
"1603","WI","School District of Clear Lake","230734",NA
"1604","WA","Davenport School District No 207","99190",NA
"1605","VT","Windham Southeast Supervisory Union","39388",NA
"1606","VT","Franklin Northeast Supervisory Union","43329",NA
"1607","WI","School District of Independence","282971",NA
"1608","WI","School District of Athens","282964",NA
"1609","SD","Baltic School District No. 49-1","282820",NA
"1610","WY","Niobrara County School District No. 1","282978",NA
"1611","WY","Fremont County School District No. 6","282981",NA
"1612","SD","Flandreau School District No. 50-3","38436",NA
"1613","MN","Parnassus Preparatory School","282371",NA
"1614","MN","Ponsford Independent School District No. 25","65280",NA
"1615","MO","Bloomfield R-Xiv School District","99091",NA
"1616","MO","Pemiscot County Special School District","35283",NA
"1617","MO","Kirkwood School District R-7","35315",NA
"1618","ND","Belcourt Public School District No. 7","282467",NA
"1619","MO","Silex R-I School District","282446",NA
"1620","MO","Wentzville R-IV School District","35305",NA
"1621","MN","Independent School District 858","282270",NA
"1622","MN","Detroit Lakes Independent School District No. 22","196903",NA
